Część;Dział;Rozdział;Treść;Plan;id;parent;label;super_label;Treść_część;Treść_dział;per_capita;percapita_super_label
85/10;855;85508;Rodziny zastępcze;21;85/10-855-85508;85/10-855;0.0 MLN;Rodziny zastępcze 0.0 MLN;WOJEWÓDZTWO ŁÓDZKIE;Rodzina;0;Rodziny zastępcze 0 zł
85/10;855;85509;Działalność ośrodków adopcyjnych;2641;85/10-855-85509;85/10-855;2.6 MLN;Działalność ośrodków adopcyjnych 2.6 MLN;WOJEWÓDZTWO ŁÓDZKIE;Rodzina;0;Działalność ośrodków adopcyjnych 0 zł
85/10;855;85510;Działalność placówek opiekuńczo-wychowawczych;21;85/10-855-85510;85/10-855;0.0 MLN;Działalność placówek opiekuńczo-wychowawczych 0.0 MLN;WOJEWÓDZTWO ŁÓDZKIE;Rodzina;0;Działalność placówek opiekuńczo-wychowawczych 0 zł
85/10;855;85513;Składki na ubezpieczenie zdrowotne opłacane za osoby pobierające niektóre świadczenia rodzinne oraz za osoby pobierające zasiłki dla opiekunów;10640;85/10-855-85513;85/10-855;10.6 MLN;Składki na ubezpieczenie zdrowotne opłacane za osoby pobierające niektóre świadczenia rodzinne oraz za osoby pobierające zasiłki dla opiekunów 10.6 MLN;WOJEWÓDZTWO ŁÓDZKIE;Rodzina;0;Składki na ubezpieczenie zdrowotne opłacane za osoby pobierające niektóre świadczenia rodzinne oraz za osoby pobierające zasiłki dla opiekunów 0 zł
85/10;855;85515;Koordynacja systemów zabezpieczenia społecznego w obszarze świadczeń rodzinnych oraz świadczenia wychowawczego;2692;85/10-855-85515;85/10-855;2.7 MLN;Koordynacja systemów zabezpieczenia społecznego w obszarze świadczeń rodzinnych oraz świadczenia wychowawczego 2.7 MLN;WOJEWÓDZTWO ŁÓDZKIE;Rodzina;0;Koordynacja systemów zabezpieczenia społecznego w obszarze świadczeń rodzinnych oraz świadczenia wychowawczego 0 zł
85/10;855;85516;System opieki nad dziećmi w wieku do lat 3;101;85/10-855-85516;85/10-855;0.1 MLN;System opieki nad dziećmi w wieku do lat 3 0.1 MLN;WOJEWÓDZTWO ŁÓDZKIE;Rodzina;0;System opieki nad dziećmi w wieku do lat 3 0 zł
85/10;900;;Gospodarka komunalna i ochrona środowiska;13597;85/10-900;85/10;13.6 MLN;Gospodarka komunalna i ochrona środowiska 13.6 MLN;WOJEWÓDZTWO ŁÓDZKIE;Gospodarka komunalna i ochrona środowiska;0;Gospodarka komunalna i ochrona środowiska 0 zł
85/10;900;90005;Ochrona powietrza atmosferycznego i klimatu;100;85/10-900-90005;85/10-900;0.1 MLN;Ochrona powietrza atmosferycznego i klimatu 0.1 MLN;WOJEWÓDZTWO ŁÓDZKIE;Gospodarka komunalna i ochrona środowiska;0;Ochrona powietrza atmosferycznego i klimatu 0 zł
85/10;900;90014;Inspekcja Ochrony Środowiska;13490;85/10-900-90014;85/10-900;13.5 MLN;Inspekcja Ochrony Środowiska 13.5 MLN;WOJEWÓDZTWO ŁÓDZKIE;Gospodarka komunalna i ochrona środowiska;0;Inspekcja Ochrony Środowiska 0 zł
85/10;900;90026;Pozostałe działania związane z gospodarką odpadami;7;85/10-900-90026;85/10-900;0.0 MLN;Pozostałe działania związane z gospodarką odpadami 0.0 MLN;WOJEWÓDZTWO ŁÓDZKIE;Gospodarka komunalna i ochrona środowiska;0;Pozostałe działania związane z gospodarką odpadami 0 zł
85/10;921;;Kultura i ochrona dziedzictwa narodowego;7058;85/10-921;85/10;7.1 MLN;Kultura i ochrona dziedzictwa narodowego 7.1 MLN;WOJEWÓDZTWO ŁÓDZKIE;Kultura i ochrona dziedzictwa narodowego;0;Kultura i ochrona dziedzictwa narodowego 0 zł
85/10;921;92120;Ochrona zabytków i opieka nad zabytkami;1480;85/10-921-92120;85/10-921;1.5 MLN;Ochrona zabytków i opieka nad zabytkami 1.5 MLN;WOJEWÓDZTWO ŁÓDZKIE;Kultura i ochrona dziedzictwa narodowego;0;Ochrona zabytków i opieka nad zabytkami 0 zł
85/10;921;92121;Wojewódzkie Urzędy Ochrony Zabytków;5578;85/10-921-92121;85/10-921;5.6 MLN;Wojewódzkie Urzędy Ochrony Zabytków 5.6 MLN;WOJEWÓDZTWO ŁÓDZKIE;Kultura i ochrona dziedzictwa narodowego;0;Wojewódzkie Urzędy Ochrony Zabytków 0 zł
85/10;925;;Ogrody botaniczne i zoologiczne oraz naturalne obszary i obiekty chronionej przyrody;1858;85/10-925;85/10;1.9 MLN;Ogrody botaniczne i zoologiczne oraz naturalne obszary i obiekty chronionej przyrody 1.9 MLN;WOJEWÓDZTWO ŁÓDZKIE;Ogrody botaniczne i zoologiczne oraz naturalne obszary i obiekty chronionej przyrody;0;Ogrody botaniczne i zoologiczne oraz naturalne obszary i obiekty chronionej przyrody 0 zł
85/10;925;92502;Parki krajobrazowe;1858;85/10-925-92502;85/10-925;1.9 MLN;Parki krajobrazowe 1.9 MLN;WOJEWÓDZTWO ŁÓDZKIE;Ogrody botaniczne i zoologiczne oraz naturalne obszary i obiekty chronionej przyrody;0;Parki krajobrazowe 0 zł
85/12;;;WOJEWÓDZTWO MAŁOPOLSKIE;2600160;85/12;total;2.6 MLD;WOJEWÓDZTWO MAŁOPOLSKIE 2.6 MLD;WOJEWÓDZTWO MAŁOPOLSKIE;WOJEWÓDZTWO MAŁOPOLSKIE;68;WOJEWÓDZTWO MAŁOPOLSKIE 68 zł
85/12;010;;Rolnictwo i łowiectwo;107863;85/12-010;85/12;107.9 MLN;Rolnictwo i łowiectwo 107.9 MLN;WOJEWÓDZTWO MAŁOPOLSKIE;Rolnictwo i łowiectwo;2;Rolnictwo i łowiectwo 2 zł
85/12;010;01005;Prace geodezyjno-urządzeniowe na potrzeby rolnictwa;14480;85/12-010-01005;85/12-010;14.5 MLN;Prace geodezyjno-urządzeniowe na potrzeby rolnictwa 14.5 MLN;WOJEWÓDZTWO MAŁOPOLSKIE;Rolnictwo i łowiectwo;0;Prace geodezyjno-urządzeniowe na potrzeby rolnictwa 0 zł
85/12;010;01009;Spółki wodne;750;85/12-010-01009;85/12-010;0.8 MLN;Spółki wodne 0.8 MLN;WOJEWÓDZTWO MAŁOPOLSKIE;Rolnictwo i łowiectwo;0;Spółki wodne 0 zł
85/12;010;01022;Zwalczanie chorób zakaźnych zwierząt oraz badania monitoringowe pozostałości chemicznych i biologicznych w tkankach zwierząt i produktach pochodzenia zwierzęcego;11266;85/12-010-01022;85/12-010;11.3 MLN;Zwalczanie chorób zakaźnych zwierząt oraz badania monitoringowe pozostałości chemicznych i biologicznych w tkankach zwierząt i produktach pochodzenia zwierzęcego 11.3 MLN;WOJEWÓDZTWO MAŁOPOLSKIE;Rolnictwo i łowiectwo;0;Zwalczanie chorób zakaźnych zwierząt oraz badania monitoringowe pozostałości chemicznych i biologicznych w tkankach zwierząt i produktach pochodzenia zwierzęcego 0 zł
85/12;010;01023;Inspekcja Jakości Handlowej Artykułów Rolno-Spożywczych;3943;85/12-010-01023;85/12-010;3.9 MLN;Inspekcja Jakości Handlowej Artykułów Rolno-Spożywczych 3.9 MLN;WOJEWÓDZTWO MAŁOPOLSKIE;Rolnictwo i łowiectwo;0;Inspekcja Jakości Handlowej Artykułów Rolno-Spożywczych 0 zł
85/12;010;01032;Państwowa Inspekcja Ochrony Roślin i Nasiennictwa;13012;85/12-010-01032;85/12-010;13.0 MLN;Państwowa Inspekcja Ochrony Roślin i Nasiennictwa 13.0 MLN;WOJEWÓDZTWO MAŁOPOLSKIE;Rolnictwo i łowiectwo;0;Państwowa Inspekcja Ochrony Roślin i Nasiennictwa 0 zł
85/12;010;01033;Wojewódzkie inspektoraty weterynarii;9975;85/12-010-01033;85/12-010;10.0 MLN;Wojewódzkie inspektoraty weterynarii 10.0 MLN;WOJEWÓDZTWO MAŁOPOLSKIE;Rolnictwo i łowiectwo;0;Wojewódzkie inspektoraty weterynarii 0 zł
85/12;010;01034;Powiatowe inspektoraty weterynarii;42060;85/12-010-01034;85/12-010;42.1 MLN;Powiatowe inspektoraty weterynarii 42.1 MLN;WOJEWÓDZTWO MAŁOPOLSKIE;Rolnictwo i łowiectwo;1;Powiatowe inspektoraty weterynarii 1 zł
85/12;010;01041;Program Rozwoju Obszarów Wiejskich;10675;85/12-010-01041;85/12-010;10.7 MLN;Program Rozwoju Obszarów Wiejskich 10.7 MLN;WOJEWÓDZTWO MAŁOPOLSKIE;Rolnictwo i łowiectwo;0;Program Rozwoju Obszarów Wiejskich 0 zł
85/12;010;01095;Pozostała działalność;1702;85/12-010-01095;85/12-010;1.7 MLN;Pozostała działalność 1.7 MLN;WOJEWÓDZTWO MAŁOPOLSKIE;Rolnictwo i łowiectwo;0;Pozostała działalność 0 zł
85/12;020;;Leśnictwo;35;85/12-020;85/12;0.0 MLN;Leśnictwo 0.0 MLN;WOJEWÓDZTWO MAŁOPOLSKIE;Leśnictwo;0;Leśnictwo 0 zł
85/12;020;02001;Gospodarka leśna;35;85/12-020-02001;85/12-020;0.0 MLN;Gospodarka leśna 0.0 MLN;WOJEWÓDZTWO MAŁOPOLSKIE;Leśnictwo;0;Gospodarka leśna 0 zł
85/12;050;;Rybołówstwo i rybactwo;1301;85/12-050;85/12;1.3 MLN;Rybołówstwo i rybactwo 1.3 MLN;WOJEWÓDZTWO MAŁOPOLSKIE;Rybołówstwo i rybactwo;0;Rybołówstwo i rybactwo 0 zł
85/12;050;05003;Państwowa Straż Rybacka;1301;85/12-050-05003;85/12-050;1.3 MLN;Państwowa Straż Rybacka 1.3 MLN;WOJEWÓDZTWO MAŁOPOLSKIE;Rybołówstwo i rybactwo;0;Państwowa Straż Rybacka 0 zł
85/12;500;;Handel;7406;85/12-500;85/12;7.4 MLN;Handel 7.4 MLN;WOJEWÓDZTWO MAŁOPOLSKIE;Handel;0;Handel 0 zł
85/12;500;50001;Inspekcja Handlowa;7406;85/12-500-50001;85/12-500;7.4 MLN;Inspekcja Handlowa 7.4 MLN;WOJEWÓDZTWO MAŁOPOLSKIE;Handel;0;Inspekcja Handlowa 0 zł
85/12;600;;Transport i łączność;61945;85/12-600;85/12;61.9 MLN;Transport i łączność 61.9 MLN;WOJEWÓDZTWO MAŁOPOLSKIE;Transport i łączność;1;Transport i łączność 1 zł
85/12;600;60003;Krajowe pasażerskie przewozy autobusowe;49513;85/12-600-60003;85/12-600;49.5 MLN;Krajowe pasażerskie przewozy autobusowe 49.5 MLN;WOJEWÓDZTWO MAŁOPOLSKIE;Transport i łączność;1;Krajowe pasażerskie przewozy autobusowe 1 zł
85/12;600;60031;Przejścia graniczne;2418;85/12-600-60031;85/12-600;2.4 MLN;Przejścia graniczne 2.4 MLN;WOJEWÓDZTWO MAŁOPOLSKIE;Transport i łączność;0;Przejścia graniczne 0 zł
85/12;600;60055;Inspekcja Transportu Drogowego;9538;85/12-600-60055;85/12-600;9.5 MLN;Inspekcja Transportu Drogowego 9.5 MLN;WOJEWÓDZTWO MAŁOPOLSKIE;Transport i łączność;0;Inspekcja Transportu Drogowego 0 zł
85/12;600;60095;Pozostała działalność;476;85/12-600-60095;85/12-600;0.5 MLN;Pozostała działalność 0.5 MLN;WOJEWÓDZTWO MAŁOPOLSKIE;Transport i łączność;0;Pozostała działalność 0 zł
85/12;630;;Turystyka;598;85/12-630;85/12;0.6 MLN;Turystyka 0.6 MLN;WOJEWÓDZTWO MAŁOPOLSKIE;Turystyka;0;Turystyka 0 zł
85/12;630;63095;Pozostała działalność;598;85/12-630-63095;85/12-630;0.6 MLN;Pozostała działalność 0.6 MLN;WOJEWÓDZTWO MAŁOPOLSKIE;Turystyka;0;Pozostała działalność 0 zł
85/12;700;;Gospodarka mieszkaniowa;27470;85/12-700;85/12;27.5 MLN;Gospodarka mieszkaniowa 27.5 MLN;WOJEWÓDZTWO MAŁOPOLSKIE;Gospodarka mieszkaniowa;0;Gospodarka mieszkaniowa 0 zł
85/12;700;70005;Gospodarka gruntami i nieruchomościami;27470;85/12-700-70005;85/12-700;27.5 MLN;Gospodarka gruntami i nieruchomościami 27.5 MLN;WOJEWÓDZTWO MAŁOPOLSKIE;Gospodarka mieszkaniowa;0;Gospodarka gruntami i nieruchomościami 0 zł
85/12;710;;Działalność usługowa;51703;85/12-710;85/12;51.7 MLN;Działalność usługowa 51.7 MLN;WOJEWÓDZTWO MAŁOPOLSKIE;Działalność usługowa;1;Działalność usługowa 1 zł
85/12;710;71004;Plany zagospodarowania przestrzennego;18;85/12-710-71004;85/12-710;0.0 MLN;Plany zagospodarowania przestrzennego 0.0 MLN;WOJEWÓDZTWO MAŁOPOLSKIE;Działalność usługowa;0;Plany zagospodarowania przestrzennego 0 zł
85/12;710;71005;Prace geologiczne (nieinwestycyjne);34;85/12-710-71005;85/12-710;0.0 MLN;Prace geologiczne (nieinwestycyjne) 0.0 MLN;WOJEWÓDZTWO MAŁOPOLSKIE;Działalność usługowa;0;Prace geologiczne (nieinwestycyjne) 0 zł
85/12;710;71012;Zadania z zakresu geodezji i kartografii;7826;85/12-710-71012;85/12-710;7.8 MLN;Zadania z zakresu geodezji i kartografii 7.8 MLN;WOJEWÓDZTWO MAŁOPOLSKIE;Działalność usługowa;0;Zadania z zakresu geodezji i kartografii 0 zł
85/12;710;71015;Nadzór budowlany;42406;85/12-710-71015;85/12-710;42.4 MLN;Nadzór budowlany 42.4 MLN;WOJEWÓDZTWO MAŁOPOLSKIE;Działalność usługowa;1;Nadzór budowlany 1 zł
85/12;710;71035;Cmentarze;1419;85/12-710-71035;85/12-710;1.4 MLN;Cmentarze 1.4 MLN;WOJEWÓDZTWO MAŁOPOLSKIE;Działalność usługowa;0;Cmentarze 0 zł
85/12;750;;Administracja publiczna;182284;85/12-750;85/12;182.3 MLN;Administracja publiczna 182.3 MLN;WOJEWÓDZTWO MAŁOPOLSKIE;Administracja publiczna;4;Administracja publiczna 4 zł
85/12;750;75011;Urzędy wojewódzkie;170927;85/12-750-75011;85/12-750;170.9 MLN;Urzędy wojewódzkie 170.9 MLN;WOJEWÓDZTWO MAŁOPOLSKIE;Administracja publiczna;4;Urzędy wojewódzkie 4 zł
85/12;750;75018;Urzędy marszałkowskie;43;85/12-750-75018;85/12-750;0.0 MLN;Urzędy marszałkowskie 0.0 MLN;WOJEWÓDZTWO MAŁOPOLSKIE;Administracja publiczna;0;Urzędy marszałkowskie 0 zł
85/12;750;75046;Komisje egzaminacyjne;67;85/12-750-75046;85/12-750;0.1 MLN;Komisje egzaminacyjne 0.1 MLN;WOJEWÓDZTWO MAŁOPOLSKIE;Administracja publiczna;0;Komisje egzaminacyjne 0 zł
85/12;750;75081;System powiadamiania ratunkowego;10524;85/12-750-75081;85/12-750;10.5 MLN;System powiadamiania ratunkowego 10.5 MLN;WOJEWÓDZTWO MAŁOPOLSKIE;Administracja publiczna;0;System powiadamiania ratunkowego 0 zł
85/12;750;75084;Funkcjonowanie wojewódzkich rad dialogu społecznego;173;85/12-750-75084;85/12-750;0.2 MLN;Funkcjonowanie wojewódzkich rad dialogu społecznego 0.2 MLN;WOJEWÓDZTWO MAŁOPOLSKIE;Administracja publiczna;0;Funkcjonowanie wojewódzkich rad dialogu społecznego 0 zł
85/12;750;75095;Pozostała działalność;550;85/12-750-75095;85/12-750;0.6 MLN;Pozostała działalność 0.6 MLN;WOJEWÓDZTWO MAŁOPOLSKIE;Administracja publiczna;0;Pozostała działalność 0 zł
85/12;752;;Obrona narodowa;3797;85/12-752;85/12;3.8 MLN;Obrona narodowa 3.8 MLN;WOJEWÓDZTWO MAŁOPOLSKIE;Obrona narodowa;0;Obrona narodowa 0 zł
85/12;752;75212;Pozostałe wydatki obronne;340;85/12-752-75212;85/12-752;0.3 MLN;Pozostałe wydatki obronne 0.3 MLN;WOJEWÓDZTWO MAŁOPOLSKIE;Obrona narodowa;0;Pozostałe wydatki obronne 0 zł
85/12;752;75224;Kwalifikacja wojskowa;3457;85/12-752-75224;85/12-752;3.5 MLN;Kwalifikacja wojskowa 3.5 MLN;WOJEWÓDZTWO MAŁOPOLSKIE;Obrona narodowa;0;Kwalifikacja wojskowa 0 zł
85/12;754;;Bezpieczeństwo publiczne i ochrona przeciwpożarowa;289986;85/12-754;85/12;290.0 MLN;Bezpieczeństwo publiczne i ochrona przeciwpożarowa 290.0 MLN;WOJEWÓDZTWO MAŁOPOLSKIE;Bezpieczeństwo publiczne i ochrona przeciwpożarowa;7;Bezpieczeństwo publiczne i ochrona przeciwpożarowa 7 zł
85/12;754;75410;Komendy wojewódzkie Państwowej Straży Pożarnej;34846;85/12-754-75410;85/12-754;34.8 MLN;Komendy wojewódzkie Państwowej Straży Pożarnej 34.8 MLN;WOJEWÓDZTWO MAŁOPOLSKIE;Bezpieczeństwo publiczne i ochrona przeciwpożarowa;0;Komendy wojewódzkie Państwowej Straży Pożarnej 0 zł
85/12;754;75411;Komendy powiatowe Państwowej Straży Pożarnej;254325;85/12-754-75411;85/12-754;254.3 MLN;Komendy powiatowe Państwowej Straży Pożarnej 254.3 MLN;WOJEWÓDZTWO MAŁOPOLSKIE;Bezpieczeństwo publiczne i ochrona przeciwpożarowa;6;Komendy powiatowe Państwowej Straży Pożarnej 6 zł
85/12;754;75415;Zadania ratownictwa górskiego i wodnego;95;85/12-754-75415;85/12-754;0.1 MLN;Zadania ratownictwa górskiego i wodnego 0.1 MLN;WOJEWÓDZTWO MAŁOPOLSKIE;Bezpieczeństwo publiczne i ochrona przeciwpożarowa;0;Zadania ratownictwa górskiego i wodnego 0 zł
85/12;754;75421;Zarządzanie kryzysowe;720;85/12-754-75421;85/12-754;0.7 MLN;Zarządzanie kryzysowe 0.7 MLN;WOJEWÓDZTWO MAŁOPOLSKIE;Bezpieczeństwo publiczne i ochrona przeciwpożarowa;0;Zarządzanie kryzysowe 0 zł
85/12;755;;Wymiar sprawiedliwości;9042;85/12-755;85/12;9.0 MLN;Wymiar sprawiedliwości 9.0 MLN;WOJEWÓDZTWO MAŁOPOLSKIE;Wymiar sprawiedliwości;0;Wymiar sprawiedliwości 0 zł
85/12;755;75515;Nieodpłatna pomoc prawna;9042;85/12-755-75515;85/12-755;9.0 MLN;Nieodpłatna pomoc prawna 9.0 MLN;WOJEWÓDZTWO MAŁOPOLSKIE;Wymiar sprawiedliwości;0;Nieodpłatna pomoc prawna 0 zł
85/12;758;;Różne rozliczenia;18340;85/12-758;85/12;18.3 MLN;Różne rozliczenia 18.3 MLN;WOJEWÓDZTWO MAŁOPOLSKIE;Różne rozliczenia;0;Różne rozliczenia 0 zł
85/12;758;75814;Różne rozliczenia finansowe;6780;85/12-758-75814;85/12-758;6.8 MLN;Różne rozliczenia finansowe 6.8 MLN;WOJEWÓDZTWO MAŁOPOLSKIE;Różne rozliczenia;0;Różne rozliczenia finansowe 0 zł
85/12;758;75818;Rezerwy ogólne i celowe;11327;85/12-758-75818;85/12-758;11.3 MLN;Rezerwy ogólne i celowe 11.3 MLN;WOJEWÓDZTWO MAŁOPOLSKIE;Różne rozliczenia;0;Rezerwy ogólne i celowe 0 zł
85/12;758;75860;Euroregiony;233;85/12-758-75860;85/12-758;0.2 MLN;Euroregiony 0.2 MLN;WOJEWÓDZTWO MAŁOPOLSKIE;Różne rozliczenia;0;Euroregiony 0 zł
85/12;801;;Oświata i wychowanie;27225;85/12-801;85/12;27.2 MLN;Oświata i wychowanie 27.2 MLN;WOJEWÓDZTWO MAŁOPOLSKIE;Oświata i wychowanie;0;Oświata i wychowanie 0 zł
85/12;801;80136;Kuratoria oświaty;19259;85/12-801-80136;85/12-801;19.3 MLN;Kuratoria oświaty 19.3 MLN;WOJEWÓDZTWO MAŁOPOLSKIE;Oświata i wychowanie;0;Kuratoria oświaty 0 zł
85/12;801;80146;Dokształcanie i doskonalenie nauczycieli;7216;85/12-801-80146;85/12-801;7.2 MLN;Dokształcanie i doskonalenie nauczycieli 7.2 MLN;WOJEWÓDZTWO MAŁOPOLSKIE;Oświata i wychowanie;0;Dokształcanie i doskonalenie nauczycieli 0 zł
85/12;801;80195;Pozostała działalność;750;85/12-801-80195;85/12-801;0.8 MLN;Pozostała działalność 0.8 MLN;WOJEWÓDZTWO MAŁOPOLSKIE;Oświata i wychowanie;0;Pozostała działalność 0 zł
85/12;851;;Ochrona zdrowia;252018;85/12-851;85/12;252.0 MLN;Ochrona zdrowia 252.0 MLN;WOJEWÓDZTWO MAŁOPOLSKIE;Ochrona zdrowia;6;Ochrona zdrowia 6 zł
85/12;851;85132;Inspekcja Sanitarna;169997;85/12-851-85132;85/12-851;170.0 MLN;Inspekcja Sanitarna 170.0 MLN;WOJEWÓDZTWO MAŁOPOLSKIE;Ochrona zdrowia;4;Inspekcja Sanitarna 4 zł
85/12;851;85133;Inspekcja Farmaceutyczna;3631;85/12-851-85133;85/12-851;3.6 MLN;Inspekcja Farmaceutyczna 3.6 MLN;WOJEWÓDZTWO MAŁOPOLSKIE;Ochrona zdrowia;0;Inspekcja Farmaceutyczna 0 zł
85/12;851;85146;Działalność dyspozytorni medycznych;16931;85/12-851-85146;85/12-851;16.9 MLN;Działalność dyspozytorni medycznych 16.9 MLN;WOJEWÓDZTWO MAŁOPOLSKIE;Ochrona zdrowia;0;Działalność dyspozytorni medycznych 0 zł
85/12;851;85157;Staże i specjalizacje medyczne;59330;85/12-851-85157;85/12-851;59.3 MLN;Staże i specjalizacje medyczne 59.3 MLN;WOJEWÓDZTWO MAŁOPOLSKIE;Ochrona zdrowia;1;Staże i specjalizacje medyczne 1 zł
85/12;851;85195;Pozostała działalność;2129;85/12-851-85195;85/12-851;2.1 MLN;Pozostała działalność 2.1 MLN;WOJEWÓDZTWO MAŁOPOLSKIE;Ochrona zdrowia;0;Pozostała działalność 0 zł
85/12;852;;Pomoc społeczna;349400;85/12-852;85/12;349.4 MLN;Pomoc społeczna 349.4 MLN;WOJEWÓDZTWO MAŁOPOLSKIE;Pomoc społeczna;9;Pomoc społeczna 9 zł
85/12;852;85202;Domy pomocy społecznej;74783;85/12-852-85202;85/12-852;74.8 MLN;Domy pomocy społecznej 74.8 MLN;WOJEWÓDZTWO MAŁOPOLSKIE;Pomoc społeczna;1;Domy pomocy społecznej 1 zł
85/12;852;85203;Ośrodki wsparcia;76885;85/12-852-85203;85/12-852;76.9 MLN;Ośrodki wsparcia 76.9 MLN;WOJEWÓDZTWO MAŁOPOLSKIE;Pomoc społeczna;2;Ośrodki wsparcia 2 zł
85/12;852;85205;Zadania w zakresie przeciwdziałania przemocy w rodzinie;1929;85/12-852-85205;85/12-852;1.9 MLN;Zadania w zakresie przeciwdziałania przemocy w rodzinie 1.9 MLN;WOJEWÓDZTWO MAŁOPOLSKIE;Pomoc społeczna;0;Zadania w zakresie przeciwdziałania przemocy w rodzinie 0 zł
85/12;852;85213;Składki na ubezpieczenie zdrowotne opłacane za osoby pobierające niektóre świadczenia z pomocy społecznej oraz za osoby uczestniczące w zajęciach w centrum integracji społecznej;5381;85/12-852-85213;85/12-852;5.4 MLN;Składki na ubezpieczenie zdrowotne opłacane za osoby pobierające niektóre świadczenia z pomocy społecznej oraz za osoby uczestniczące w zajęciach w centrum integracji społecznej 5.4 MLN;WOJEWÓDZTWO MAŁOPOLSKIE;Pomoc społeczna;0;Składki na ubezpieczenie zdrowotne opłacane za osoby pobierające niektóre świadczenia z pomocy społecznej oraz za osoby uczestniczące w zajęciach w centrum integracji społecznej 0 zł
85/12;852;85214;Zasiłki okresowe, celowe i pomoc w naturze oraz składki na ubezpieczenia emerytalne i rentowe;42449;85/12-852-85214;85/12-852;42.4 MLN;Zasiłki okresowe, celowe i pomoc w naturze oraz składki na ubezpieczenia emerytalne i rentowe 42.4 MLN;WOJEWÓDZTWO MAŁOPOLSKIE;Pomoc społeczna;1;Zasiłki okresowe, celowe i pomoc w naturze oraz składki na ubezpieczenia emerytalne i rentowe 1 zł
85/12;852;85216;Zasiłki stałe;76163;85/12-852-85216;85/12-852;76.2 MLN;Zasiłki stałe 76.2 MLN;WOJEWÓDZTWO MAŁOPOLSKIE;Pomoc społeczna;2;Zasiłki stałe 2 zł
85/12;852;85219;Ośrodki pomocy społecznej;35761;85/12-852-85219;85/12-852;35.8 MLN;Ośrodki pomocy społecznej 35.8 MLN;WOJEWÓDZTWO MAŁOPOLSKIE;Pomoc społeczna;0;Ośrodki pomocy społecznej 0 zł
85/12;852;85228;Usługi opiekuńcze i specjalistyczne usługi opiekuńcze;10392;85/12-852-85228;85/12-852;10.4 MLN;Usługi opiekuńcze i specjalistyczne usługi opiekuńcze 10.4 MLN;WOJEWÓDZTWO MAŁOPOLSKIE;Pomoc społeczna;0;Usługi opiekuńcze i specjalistyczne usługi opiekuńcze 0 zł
85/12;852;85230;Pomoc w zakresie dożywiania;25004;85/12-852-85230;85/12-852;25.0 MLN;Pomoc w zakresie dożywiania 25.0 MLN;WOJEWÓDZTWO MAŁOPOLSKIE;Pomoc społeczna;0;Pomoc w zakresie dożywiania 0 zł
85/12;852;85231;Pomoc dla cudzoziemców;11;85/12-852-85231;85/12-852;0.0 MLN;Pomoc dla cudzoziemców 0.0 MLN;WOJEWÓDZTWO MAŁOPOLSKIE;Pomoc społeczna;0;Pomoc dla cudzoziemców 0 zł
85/12;852;85295;Pozostała działalność;642;85/12-852-85295;85/12-852;0.6 MLN;Pozostała działalność 0.6 MLN;WOJEWÓDZTWO MAŁOPOLSKIE;Pomoc społeczna;0;Pozostała działalność 0 zł
85/12;853;;Pozostałe zadania w zakresie polityki społecznej;16038;85/12-853;85/12;16.0 MLN;Pozostałe zadania w zakresie polityki społecznej 16.0 MLN;WOJEWÓDZTWO MAŁOPOLSKIE;Pozostałe zadania w zakresie polityki społecznej;0;Pozostałe zadania w zakresie polityki społecznej 0 zł
85/12;853;85321;Zespoły do spraw orzekania o niepełnosprawności;16035;85/12-853-85321;85/12-853;16.0 MLN;Zespoły do spraw orzekania o niepełnosprawności 16.0 MLN;WOJEWÓDZTWO MAŁOPOLSKIE;Pozostałe zadania w zakresie polityki społecznej;0;Zespoły do spraw orzekania o niepełnosprawności 0 zł
85/12;853;85332;Wojewódzkie urzędy pracy;3;85/12-853-85332;85/12-853;0.0 MLN;Wojewódzkie urzędy pracy 0.0 MLN;WOJEWÓDZTWO MAŁOPOLSKIE;Pozostałe zadania w zakresie polityki społecznej;0;Wojewódzkie urzędy pracy 0 zł
85/12;854;;Edukacyjna opieka wychowawcza;1758;85/12-854;85/12;1.8 MLN;Edukacyjna opieka wychowawcza 1.8 MLN;WOJEWÓDZTWO MAŁOPOLSKIE;Edukacyjna opieka wychowawcza;0;Edukacyjna opieka wychowawcza 0 zł
85/12;854;85412;Kolonie i obozy oraz inne formy wypoczynku dzieci i młodzieży szkolnej, a także szkolenia młodzieży;1758;85/12-854-85412;85/12-854;1.8 MLN;Kolonie i obozy oraz inne formy wypoczynku dzieci i młodzieży szkolnej, a także szkolenia młodzieży 1.8 MLN;WOJEWÓDZTWO MAŁOPOLSKIE;Edukacyjna opieka wychowawcza;0;Kolonie i obozy oraz inne formy wypoczynku dzieci i młodzieży szkolnej, a także szkolenia młodzieży 0 zł
85/12;855;;Rodzina;1164411;85/12-855;85/12;1.2 MLD;Rodzina 1.2 MLD;WOJEWÓDZTWO MAŁOPOLSKIE;Rodzina;30;Rodzina 30 zł
